Column2,Column3,Column4,Column5,Column6,Column7
2014,4,30,36.6615,-0.2031,0.026303
2014,4,30,36.6198,-0.349,0.026303
2014,4,30,36.5885,-0.3698,0.026303
2014,4,30,36.5052,0.099,0.026303
2014,4,30,36.1823,-0.151,0.026303
2014,4,30,35.974,-0.3698,0.026303
2014,4,14,36.3177,0.401,0.027227000000000001
2014,4,16,35.9531,-0.3594,0.027227000000000001
2014,4,16,35.901,-0.6198,0.027227000000000001
2014,4,18,35.8906,-0.0469,0.027227000000000001
2014,4,23,36.7448,0.4844,0.027227000000000001
2014,4,23,36.5781,0.5156,0.027227000000000001
2014,4,30,36.8802,0.6719,0.027227000000000001
2014,4,30,36.8698,0.8594,0.027227000000000001
2014,4,30,36.8281,0.4115,0.027227000000000001
2014,4,30,36.776,0.3177,0.027227000000000001
2014,4,30,36.7448,-0.3698,0.027227000000000001
2014,4,30,36.7344,-0.3594,0.027227000000000001
2014,4,30,36.6823,-0.4635,0.027227000000000001
2014,4,30,36.6719,-0.4531,0.027227000000000001
2014,4,30,36.6615,0.2656,0.027227000000000001
2014,4,30,36.599,-0.3698,0.027227000000000001
2014,4,30,36.4844,-0.224,0.027227000000000001
2014,4,30,36.4115,0.0677,0.027227000000000001
2014,4,30,35.9635,-0.3698,0.027227000000000001
2014,4,30,35.9635,-0.3594,0.027227000000000001
2014,4,30,36.8802,0.6719,0.027227000000000001
2014,4,30,36.8698,0.8594,0.027227000000000001
2014,4,30,36.8281,0.4115,0.027227000000000001
2014,4,30,36.776,0.3177,0.027227000000000001
2014,4,30,36.7448,-0.3698,0.027227000000000001
2014,4,30,36.7344,-0.3594,0.027227000000000001
2014,4,30,36.6823,-0.4635,0.027227000000000001
2014,4,30,36.6719,-0.4531,0.027227000000000001
2014,4,30,36.6615,0.2656,0.027227000000000001
2014,4,30,36.599,-0.3698,0.027227000000000001
2014,4,30,36.4844,-0.224,0.027227000000000001
2014,4,30,36.4115,0.0677,0.027227000000000001
2014,4,30,35.9635,-0.3698,0.027227000000000001
2014,4,30,35.9635,-0.3594,0.027227000000000001
2014,4,16,35.9635,-0.4219,0.028184000000000001
2014,4,21,35.8906,-0.8906,0.028184000000000001
2014,4,21,36.5052,0.0052,0.028184000000000001
2014,4,30,36.7865,-0.1823,0.028184000000000001
2014,4,30,36.7656,-0.276,0.028184000000000001
2014,4,30,36.7448,0.4844,0.028184000000000001
2014,4,30,36.6823,0.2135,0.028184000000000001
2014,4,30,36.6302,-0.026,0.028184000000000001
2014,4,30,36.7865,-0.1823,0.028184000000000001
2014,4,30,36.7656,-0.276,0.028184000000000001
2014,4,30,36.7448,0.4844,0.028184000000000001
2014,4,30,36.6823,0.2135,0.028184000000000001
2014,4,30,36.6302,-0.026,0.028184000000000001
2014,4,21,37.349,0.9948,0.029173999999999999
2014,4,23,35.9323,-0.5156,0.029173999999999999
2014,4,25,36.4427,-0.5365,0.029173999999999999
2014,4,30,36.9635,0.9115,0.029173999999999999
2014,4,30,36.8698,0.7135,0.029173999999999999
2014,4,30,36.6302,0.4115,0.029173999999999999
2014,4,30,36.6094,-0.349,0.029173999999999999
2014,4,30,36.5781,0.7344,0.029173999999999999
2014,4,30,36.5573,-0.3385,0.029173999999999999
2014,4,30,36.3073,-0.151,0.029173999999999999
2014,4,30,36.9635,0.9115,0.029173999999999999
2014,4,30,36.8698,0.7135,0.029173999999999999
2014,4,30,36.6302,0.4115,0.029173999999999999
2014,4,30,36.6094,-0.349,0.029173999999999999
2014,4,30,36.5781,0.7344,0.029173999999999999
2014,4,30,36.5573,-0.3385,0.029173999999999999
2014,4,30,36.3073,-0.151,0.029173999999999999
2014,4,16,35.9635,-0.0365,0.030200000000000001
2014,4,23,36.6927,0.5677,0.030200000000000001
2014,4,23,36.6302,-0.0052,0.030200000000000001
2014,4,30,36.7865,-0.3281,0.030200000000000001
2014,4,30,36.776,-0.4948,0.030200000000000001
2014,4,30,36.6615,-0.1927,0.030200000000000001
2014,4,30,36.651,0.2656,0.030200000000000001
2014,4,30,36.474,-0.2135,0.030200000000000001
2014,4,30,36.7865,-0.3281,0.030200000000000001
2014,4,30,36.776,-0.4948,0.030200000000000001
2014,4,30,36.6615,-0.1927,0.030200000000000001
2014,4,30,36.651,0.2656,0.030200000000000001
2014,4,30,36.474,-0.2135,0.030200000000000001
2014,4,23,36.0573,-0.9531,0.031260999999999997
2014,4,23,36.8281,-0.1302,0.031260999999999997
2014,4,30,36.9323,0.5156,0.031260999999999997
2014,4,30,36.724,-0.3698,0.031260999999999997
2014,4,30,36.724,-0.3385,0.031260999999999997
2014,4,30,36.724,0.4948,0.031260999999999997
2014,4,30,36.7135,-0.0573,0.031260999999999997
2014,4,30,36.6823,0.1302,0.031260999999999997
2014,4,30,36.6406,-0.349,0.031260999999999997
2014,4,30,36.5573,-0.2656,0.031260999999999997
2014,4,30,36.3906,-0.1823,0.031260999999999997
2014,4,30,35.9635,-0.3073,0.031260999999999997
2014,4,30,36.9323,0.5156,0.031260999999999997
2014,4,30,36.724,-0.3698,0.031260999999999997
2014,4,30,36.724,-0.3385,0.031260999999999997
2014,4,30,36.724,0.4948,0.031260999999999997
2014,4,30,36.7135,-0.0573,0.031260999999999997
2014,4,30,36.6823,0.1302,0.031260999999999997
2014,4,30,36.6406,-0.349,0.031260999999999997
2014,4,30,36.5573,-0.2656,0.031260999999999997
2014,4,30,36.3906,-0.1823,0.031260999999999997
2014,4,30,35.9635,-0.3073,0.031260999999999997
2014,4,16,35.9427,-0.3281,0.032358999999999999
2014,4,21,36.7969,0.4323,0.032358999999999999
2014,4,23,36.5781,0.1719,0.032358999999999999
2014,4,30,36.9844,0.6719,0.032358999999999999
2014,4,30,36.8281,0.3594,0.032358999999999999
2014,4,30,36.7552,-0.3698,0.032358999999999999
2014,4,30,36.6719,-0.474,0.032358999999999999
2014,4,30,36.6719,-0.4219,0.032358999999999999
2014,4,30,36.5885,0.1615,0.032358999999999999
2014,4,30,36.3906,-0.1927,0.032358999999999999
2014,4,30,36.9844,0.6719,0.032358999999999999
2014,4,30,36.8281,0.3594,0.032358999999999999
2014,4,30,36.7552,-0.3698,0.032358999999999999
2014,4,30,36.6719,-0.474,0.032358999999999999
2014,4,30,36.6719,-0.4219,0.032358999999999999
2014,4,30,36.5885,0.1615,0.032358999999999999
2014,4,30,36.3906,-0.1927,0.032358999999999999
2014,4,14,36.349,0.3281,0.033496999999999999
2014,4,14,36.3281,0.3177,0.033496999999999999
2014,4,16,36.4531,0.901,0.033496999999999999
2014,4,21,36.3906,-0.0781,0.033496999999999999
2014,4,21,35.9427,-0.5469,0.033496999999999999
2014,4,23,36.5781,0.1406,0.033496999999999999
2014,4,30,36.776,-0.3177,0.033496999999999999
2014,4,30,36.7656,-0.3073,0.033496999999999999
2014,4,30,36.7552,0.3073,0.033496999999999999
2014,4,30,36.7448,-0.3281,0.033496999999999999
2014,4,30,36.7344,-0.3802,0.033496999999999999
2014,4,30,36.6927,-0.3073,0.033496999999999999
2014,4,30,36.6302,-0.3802,0.033496999999999999
2014,4,30,36.6094,-0.3385,0.033496999999999999
2014,4,30,36.4531,-0.2448,0.033496999999999999
2014,4,30,36.1823,-0.1823,0.033496999999999999
2014,4,30,36.776,-0.3177,0.033496999999999999
2014,4,30,36.7656,-0.3073,0.033496999999999999
2014,4,30,36.7552,0.3073,0.033496999999999999
2014,4,30,36.7448,-0.3281,0.033496999999999999
2014,4,30,36.7344,-0.3802,0.033496999999999999
2014,4,30,36.6927,-0.3073,0.033496999999999999
2014,4,30,36.6302,-0.3802,0.033496999999999999
2014,4,30,36.6094,-0.3385,0.033496999999999999
2014,4,30,36.4531,-0.2448,0.033496999999999999
2014,4,30,36.1823,-0.1823,0.033496999999999999
2014,4,16,36.151,0.2135,0.034674000000000003
2014,4,16,36.0156,-0.401,0.034674000000000003
2014,4,16,35.9531,-0.349,0.034674000000000003
2014,4,16,35.849,-0.0469,0.034674000000000003
2014,4,21,36.9844,0.2448,0.034674000000000003
2014,4,30,36.776,-0.2656,0.034674000000000003
2014,4,30,36.7344,-0.401,0.034674000000000003
2014,4,30,36.7344,0.3698,0.034674000000000003
2014,4,30,36.5573,-0.224,0.034674000000000003
2014,4,30,36.026,-0.3906,0.034674000000000003
2014,4,30,36.776,-0.2656,0.034674000000000003
2014,4,30,36.7344,-0.401,0.034674000000000003
2014,4,30,36.7344,0.3698,0.034674000000000003
2014,4,30,36.5573,-0.224,0.034674000000000003
2014,4,30,36.026,-0.3906,0.034674000000000003
2014,4,14,36.3385,0.3073,0.035892
2014,4,16,36.0885,0.1198,0.035892
2014,4,16,35.9531,-0.5469,0.035892
2014,4,16,35.8906,-0.2135,0.035892
2014,4,23,37.3073,0.9323,0.035892
2014,4,30,36.8698,-0.2344,0.035892
2014,4,30,36.7656,-0.2969,0.035892
2014,4,30,36.7448,0.2552,0.035892
2014,4,30,36.6927,-0.3177,0.035892
2014,4,30,36.6094,0.1719,0.035892
2014,4,30,36.1719,-0.151,0.035892
2014,4,30,36.1719,-0.1406,0.035892
2014,4,30,36.8698,-0.2344,0.035892
2014,4,30,36.7656,-0.2969,0.035892
2014,4,30,36.7448,0.2552,0.035892
2014,4,30,36.6927,-0.3177,0.035892
2014,4,30,36.6094,0.1719,0.035892
2014,4,30,36.1719,-0.151,0.035892
2014,4,30,36.1719,-0.1406,0.035892
2014,4,14,36.3698,0.4635,0.037154
2014,4,16,35.9219,-0.0469,0.037154
2014,4,21,37.1198,0.9635,0.037154
2014,4,21,37.099,0.3906,0.037154
2014,4,21,37.0781,0.8594,0.037154
2014,4,21,36.9948,0.7865,0.037154
2014,4,21,35.9635,-0.1302,0.037154
2014,4,23,36.5781,0.1302,0.037154
2014,4,23,36.5052,0.2448,0.037154
2014,4,23,36.1615,-0.2135,0.037154
2014,4,23,35.8594,-0.526,0.037154
2014,4,30,36.9427,0.7552,0.037154
2014,4,30,36.9115,0.7448,0.037154
2014,4,30,36.8385,0.4323,0.037154
2014,4,30,36.7552,0.2969,0.037154
2014,4,30,36.7552,0.3177,0.037154
2014,4,30,36.7448,-0.3177,0.037154
2014,4,30,36.6927,-0.2135,0.037154
2014,4,30,36.6615,-0.1823,0.037154
2014,4,30,36.6094,-0.4427,0.037154
2014,4,30,36.5885,0.7448,0.037154
2014,4,30,36.5781,-0.4115,0.037154
2014,4,30,36.5052,-0.349,0.037154
2014,4,30,36.4219,-0.2031,0.037154
2014,4,30,36.2344,-0.0365,0.037154
2014,4,30,36.9427,0.7552,0.037154
2014,4,30,36.9115,0.7448,0.037154
2014,4,30,36.8385,0.4323,0.037154
2014,4,30,36.7552,0.2969,0.037154
2014,4,30,36.7552,0.3177,0.037154
2014,4,30,36.7448,-0.3177,0.037154
2014,4,30,36.6927,-0.2135,0.037154
2014,4,30,36.6615,-0.1823,0.037154
2014,4,30,36.6094,-0.4427,0.037154
2014,4,30,36.5885,0.7448,0.037154
2014,4,30,36.5781,-0.4115,0.037154
2014,4,30,36.5052,-0.349,0.037154
2014,4,30,36.4219,-0.2031,0.037154
2014,4,30,36.2344,-0.0365,0.037154
2014,4,14,36.3385,0.3802,0.038459
2014,4,16,36.0365,0.0573,0.038459
2014,4,16,35.9531,-0.4844,0.038459
2014,4,16,35.9427,-0.0052,0.038459
2014,4,16,35.8906,-0.0677,0.038459
2014,4,23,36.5885,0.2865,0.038459
2014,4,30,36.9635,0.6302,0.038459
2014,4,30,36.8802,-0.2344,0.038459
